RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
39.896,Sell,33.446,Sell,3.108,Oversold,-0.280,Sell,0.4343,Less Volatility,27.756,Sell,-186.3687,Sell,-0.4064,Sell,35.078,Sell,-9.022,Sell,-93.919,Oversold,-0.6400,Sell,Buy (0) ,Strong Sell,836,+0.12,BRLSM,2023-03-22,SAT,8.71,SAT,8.87,SAT,8.91,SAT,9.56,SAT,10.75,AL,7.69,SAT,Buy (2)
59.438,Buy,54.347,Neutral,61.084,Buy,1.750,Buy,4.1286,Less Volatility,22.003,Neutral,104.3247,Buy,0.1964,Buy,53.712,Buy,2.568,Buy,-37.262,Buy,7.1900,Buy,Buy (9) ,Strong Buy,9365,+0.32,AHGAZ,2023-03-22,SAT,93.86,AL,92.15,AL,89.32,AL,87.77,AL,53.72,AL,26.86,AL,Buy (11)
46.034,Neutral,34.883,Sell,48.936,Neutral,-0.160,Sell,0.3586,Less Volatility,19.336,Neutral,-70.2781,Sell,-0.0557,Sell,39.494,Sell,-10.106,Sell,-70.000,Sell,-0.0480,Sell,Buy (0) ,Strong Sell,675,+0.30,CONSE,2023-03-22,SAT,6.83,SAT,6.80,SAT,6.91,SAT,7.26,SAT,8.82,AL,6.57,SAT,Buy (1)
54.176,Neutral,34.460,Sell,55.028,Buy,0.300,Buy,1.7971,High Volatility,16.988,Neutral,1.5997,Neutral,0.0000,Neutral,46.639,Sell,-1.923,Sell,-54.930,Neutral,0.5440,Buy,Buy (3) ,Neutral,2540,+7.81,AZTEK,2023-03-22,AL,25.18,AL,24.31,AL,24.62,AL,23.49,SAT,26.13,AL,16.84,AL,Buy (11)
37.281,Sell,18.051,Oversold,0.000,Oversold,-0.697,Sell,0.9436,Less Volatility,24.411,Sell,-125.0125,Sell,-1.5621,Sell,25.152,Oversold,-11.186,Sell,-94.292,Oversold,-1.8000,Sell,Buy (0) ,Strong Sell,17230,-0.17,TKNSA,2023-03-22,SAT,17.702,SAT,18.631,SAT,18.882,SAT,19.898,SAT,22.756,AL,16.645,SAT,Buy (1)
43.361,Sell,29.146,Sell,22.469,Oversold,-0.122,Sell,0.2579,Less Volatility,34.842,Sell,-74.3668,Sell,-0.1693,Sell,38.579,Sell,-14.516,Sell,-78.814,Sell,-0.2200,Sell,Buy (0) ,Strong Sell,5300,+0.57,HURGZ,2023-03-22,SAT,5.348,SAT,5.380,SAT,5.699,SAT,5.640,SAT,5.375,AL,3.768,SAT,Buy (3)
33.176,Sell,26.924,Sell,10.804,Oversold,-1.030,Sell,0.7307,Less Volatility,32.976,Sell,-152.6015,Sell,-1.1721,Sell,29.941,Oversold,-12.676,Sell,-87.692,Oversold,-2.0980,Sell,Buy (0) ,Strong Sell,1484,0.00,AYDEM,2023-03-22,SAT,15.30,SAT,15.95,SAT,16.45,SAT,18.55,SAT,20.62,SAT,16.38,SAT,Buy (0)
47.277,Neutral,25.627,Sell,0.000,Oversold,0.484,Buy,1.6186,Less Volatility,21.632,Sell,-140.2687,Sell,-1.8300,Sell,40.535,Sell,-1.636,Sell,-95.470,Oversold,-2.6160,Sell,Buy (1) ,Strong Sell,28840,-0.21,ECILC,2023-03-22,SAT,30.156,SAT,31.032,SAT,30.371,AL,28.120,AL,27.734,AL,20.872,neutral,Buy (6)
51.678,Neutral,42.146,Sell,42.109,Sell,2.140,Buy,8.9071,Less Volatility,20.334,Sell,-35.8672,Neutral,0.0000,Neutral,40.257,Sell,-7.215,Sell,-60.548,Sell,0.7140,Buy,Buy (2) ,Strong Sell,15690,+0.58,KONTR,2023-03-22,SAT,160.32,AL,156.13,SAT,158.65,AL,149.55,AL,155.53,AL,100.27,AL,Buy (8)
52.024,Neutral,50.472,Neutral,27.124,Sell,0.470,Buy,1.3950,High Volatility,45.804,Neutral,3.4015,Neutral,0.0000,Neutral,35.971,Sell,15.812,Buy,-54.272,Neutral,-0.2120,Sell,Buy (2) ,Sell,1877,+0.91,EYGYO,2023-03-22,SAT,19.88,SAT,19.46,AL,18.20,AL,18.28,AL,10.30,AL,5.15,AL,Buy (7)
57.927,Buy,55.787,Buy,14.043,Oversold,0.570,Buy,0.9136,High Volatility,55.261,Buy,9.8033,Neutral,0.0000,Neutral,54.127,Buy,10.459,Buy,-48.913,Neutral,-0.0020,Sell,Buy (6) ,Strong Buy,1826,+2.53,BIOEN,2023-03-22,SAT,18.40,SAT,18.27,AL,17.26,AL,16.53,AL,16.82,AL,13.37,AL,Buy (9)
42.143,Sell,19.998,Oversold,0.000,Oversold,-0.111,Sell,0.2664,Less Volatility,29.753,Sell,-184.6523,Sell,-0.2750,Sell,32.496,Sell,-7.576,Sell,-98.347,Oversold,-0.4040,Sell,Buy (0) ,Strong Sell,5510,+0.36,AKSGY,2023-03-22,SAT,5.676,SAT,5.796,SAT,5.890,SAT,6.012,SAT,6.181,AL,4.801,SAT,Buy (2)
59.172,Buy,50.107,Neutral,22.775,Oversold,0.450,Buy,0.6186,Less Volatility,27.454,Buy,19.0959,Neutral,0.0000,Neutral,48.857,Sell,-0.184,Sell,-41.026,Buy,0.4780,Buy,Buy (5) ,Buy,1080,+1.60,GMTAS,2023-03-22,AL,10.73,AL,10.80,AL,10.48,AL,9.24,AL,7.34,AL,5.37,AL,Buy (12)
39.952,Sell,14.842,Oversold,1.202,Oversold,-0.610,Sell,1.5943,Less Volatility,34.363,Sell,-131.4126,Sell,-1.9714,Sell,21.727,Oversold,-8.760,Sell,-97.324,Oversold,-3.1760,Sell,Buy (0) ,Strong Sell,2204,+0.09,KZBGY,2023-03-22,SAT,22.92,SAT,24.55,SAT,24.10,SAT,25.13,SAT,24.03,SAT,34.04,SAT,Buy (0)
52.941,Neutral,28.056,Sell,95.665,Overbought,-0.041,Sell,0.1343,Less Volatility,20.362,Sell,11.9380,Neutral,0.0136,Buy,44.788,Sell,1.311,Buy,-43.636,Buy,0.0560,Buy,Buy (4) ,Neutral,3100,+8.77,TEKTU,2023-03-22,AL,2.930,AL,2.977,AL,3.001,AL,3.087,SAT,3.105,AL,2.495,AL,Buy (11)
41.707,Sell,21.491,Sell,13.618,Oversold,-11.390,Sell,23.3786,Less Volatility,41.107,Sell,-101.1163,Sell,-33.3357,Sell,33.606,Sell,-9.907,Sell,-85.990,Oversold,-60.9760,Sell,Buy (0) ,Strong Sell,54230,+2.11,TUPRS,2023-03-22,SAT,547.56,SAT,565.71,SAT,588.08,SAT,577.24,AL,518.53,AL,410.04,SAT,Buy (4)
49.633,Neutral,36.078,Sell,37.644,Sell,0.000,Neutral,0.5036,Less Volatility,35.130,Sell,-100.1693,Sell,0.0000,Neutral,36.230,Sell,0.156,Buy,-71.622,Sell,-0.2520,Sell,Buy (1) ,Strong Sell,647,+6.41,ULUFA,2023-03-22,SAT,6.47,SAT,6.60,AL,6.37,SAT,6.44,AL,6.34,AL,4.91,neutral,Buy (6)
48.080,Neutral,29.719,Sell,0.000,Oversold,0.293,Buy,0.6557,Less Volatility,29.078,Sell,-158.4670,Sell,-0.5150,Sell,39.460,Sell,-15.490,Sell,-99.213,Oversold,-0.3800,Sell,Buy (1) ,Strong Sell,8620,-2.38,PINSU,2023-03-22,SAT,9.108,SAT,9.202,SAT,9.208,AL,7.938,AL,7.418,AL,6.925,neutral,Buy (6)
63.816,Buy,50.000,Neutral,62.066,Buy,0.291,Buy,0.3079,Less Volatility,38.281,Buy,77.9128,Buy,0.0779,Buy,53.239,Buy,2.568,Buy,-13.793,Overbought,0.4780,Buy,Buy (9) ,Strong Buy,6800,+6.25,PEGYO,2023-03-22,AL,6.440,AL,6.544,AL,6.383,AL,5.509,AL,4.776,AL,3.445,AL,Buy (12)
45.104,Neutral,36.239,Sell,0.000,Oversold,0.850,Buy,2.2400,Less Volatility,32.931,Sell,-94.6029,Sell,-1.6786,Sell,44.172,Sell,-0.061,Sell,-80.714,Oversold,-3.5280,Sell,Buy (1) ,Strong Sell,3266,-3.32,YYLGD,2023-03-22,SAT,34.72,SAT,36.14,SAT,34.63,AL,32.17,SAT,34.55,AL,27.15,SAT,Buy (4)
48.088,Neutral,32.768,Sell,0.000,Oversold,0.050,Buy,0.3957,High Volatility,46.024,Sell,-57.8144,Sell,-0.1543,Sell,34.214,Sell,-0.735,Sell,-73.214,Sell,-0.2580,Sell,Buy (1) ,Strong Sell,810,0.00,ARDYZ,2023-03-22,SAT,8.34,SAT,8.52,SAT,8.15,SAT,8.21,SAT,8.94,AL,7.54,SAT,Buy (2)
37.812,Sell,24.242,Sell,0.976,Oversold,-2.096,Sell,2.7429,Less Volatility,39.562,Sell,-140.4418,Sell,-3.4714,Sell,41.236,Sell,-7.168,Sell,-92.704,Oversold,-6.7500,Sell,Buy (0) ,Strong Sell,52550,+0.29,VESTL,2023-03-22,SAT,54.180,SAT,55.750,SAT,57.010,SAT,60.572,SAT,59.503,AL,45.211,SAT,Buy (2)
39.434,Sell,24.323,Sell,37.425,Sell,-0.263,Sell,0.3050,Less Volatility,39.972,Sell,-111.6337,Sell,-0.2207,Sell,26.845,Oversold,-18.545,Sell,-80.690,Oversold,-0.4400,Sell,Buy (0) ,Strong Sell,4480,+2.28,MRGYO,2023-03-22,AL,4.472,SAT,4.654,SAT,4.946,SAT,5.311,SAT,5.031,AL,3.632,SAT,Buy (3)
39.868,Sell,20.392,Sell,0.000,Oversold,-0.564,Sell,0.5971,Less Volatility,22.450,Sell,-148.8124,Sell,-1.0357,Sell,23.542,Oversold,-11.179,Sell,-95.076,Oversold,-1.4360,Sell,Buy (0) ,Strong Sell,15950,-0.62,GOZDE,2023-03-22,SAT,16.340,SAT,16.900,SAT,17.097,SAT,18.068,SAT,17.424,AL,13.352,SAT,Buy (2)
42.138,Sell,9.469,Oversold,13.636,Oversold,-0.132,Sell,0.1786,Less Volatility,29.425,Sell,-102.4171,Sell,-0.1050,Sell,30.114,Sell,-7.727,Sell,-91.667,Oversold,-0.2060,Sell,Buy (0) ,Strong Sell,4040,+0.50,OZGYO,2023-03-22,SAT,4.062,SAT,4.158,SAT,4.234,SAT,4.487,SAT,4.600,AL,3.795,SAT,Buy (2)
62.631,Buy,67.330,Buy,43.317,Sell,8.160,Buy,8.4857,High Volatility,34.112,Buy,69.4956,Buy,3.9214,Buy,45.794,Sell,15.038,Buy,-29.157,Buy,13.9640,Buy,Buy (9) ,Strong Buy,16870,+1.08,MGROS,2023-03-22,SAT,170.70,AL,165.77,AL,154.96,AL,143.92,AL,139.52,AL,107.93,AL,Buy (10)
52.431,Neutral,34.618,Sell,17.180,Oversold,0.210,Buy,0.5364,High Volatility,34.880,Neutral,-38.2302,Neutral,0.0000,Neutral,30.640,Sell,6.193,Buy,-63.229,Sell,-0.3180,Sell,Buy (2) ,Sell,923,+2.21,UNLU,2023-03-22,SAT,9.45,SAT,9.52,AL,9.08,AL,8.79,SAT,9.39,AL,7.82,AL,Buy (7)
52.757,Neutral,47.633,Neutral,26.278,Sell,0.697,Buy,1.2800,High Volatility,35.973,Neutral,18.0096,Neutral,0.0000,Neutral,49.514,Neutral,8.182,Buy,-56.156,Sell,0.3980,Buy,Buy (3) ,Buy,23840,-1.57,ORGE,2023-03-22,SAT,24.892,SAT,24.620,AL,23.196,AL,22.610,SAT,24.736,AL,18.314,AL,Buy (7)
31.542,Sell,23.724,Sell,0.000,Oversold,-0.318,Sell,0.2221,Less Volatility,61.316,Sell,-181.1474,Sell,-0.4986,Sell,18.383,Oversold,-19.170,Sell,-99.099,Oversold,-0.9380,Sell,Buy (0) ,Strong Sell,4090,-0.24,BSOKE,2023-03-22,SAT,4.298,SAT,4.544,SAT,4.845,SAT,5.336,SAT,5.129,AL,3.907,SAT,Buy (1)
33.569,Sell,23.776,Sell,0.000,Oversold,-1.351,Sell,1.5243,Less Volatility,42.578,Sell,-140.5773,Sell,-1.6386,Sell,24.184,Oversold,-8.564,Sell,-88.389,Oversold,-3.0740,Sell,Buy (0) ,Strong Sell,27120,-0.29,IPEKE,2023-03-22,SAT,27.692,SAT,28.790,SAT,29.842,SAT,32.145,SAT,32.930,AL,25.989,SAT,Buy (1)
57.929,Buy,40.105,Sell,61.778,Buy,0.267,Buy,0.9164,Less Volatility,28.241,Neutral,54.1213,Buy,0.0000,Neutral,52.187,Buy,2.971,Buy,-47.727,Neutral,0.8620,Buy,Buy (7) ,Strong Buy,19430,+0.67,INDES,2023-03-22,AL,19.060,AL,19.033,AL,18.619,AL,18.255,AL,18.560,AL,13.988,AL,Buy (12)
37.137,Sell,29.867,Sell,18.937,Oversold,-0.530,Sell,0.6357,Less Volatility,48.820,Sell,-157.3420,Sell,-1.0579,Sell,30.043,Sell,-11.655,Sell,-84.839,Oversold,-2.2440,Sell,Buy (0) ,Strong Sell,1563,+1.43,KCAER,2023-03-22,SAT,16.05,SAT,16.64,SAT,17.30,SAT,17.73,SAT,18.75,AL,13.54,SAT,Buy (2)
52.047,Neutral,37.054,Sell,94.986,Overbought,-0.080,Sell,0.2925,Less Volatility,23.329,Buy,87.9877,Buy,0.0439,Buy,41.302,Sell,14.005,Buy,-29.545,Buy,0.3560,Buy,Buy (6) ,Strong Buy,470,+4.68,BAYRK,2023-03-22,AL,4.37,AL,4.47,AL,4.36,SAT,4.74,SAT,4.95,AL,4.16,AL,Buy (9)
43.682,Sell,28.146,Sell,16.981,Oversold,-0.234,Sell,0.4586,Less Volatility,34.966,Sell,-82.8859,Sell,-0.2050,Sell,37.035,Sell,-0.247,Sell,-81.122,Oversold,-0.5740,Sell,Buy (0) ,Strong Sell,8090,+1.76,INFO,2023-03-22,SAT,8.222,SAT,8.542,SAT,8.323,SAT,9.066,SAT,9.687,SAT,9.180,SAT,Buy (0)
40.925,Sell,26.254,Sell,20.035,Oversold,-0.336,Sell,0.5321,Less Volatility,48.405,Sell,-140.4294,Sell,-0.3993,Sell,32.651,Sell,-7.468,Sell,-80.952,Oversold,-0.9040,Sell,Buy (0) ,Strong Sell,13040,+0.93,OZKGY,2023-03-22,SAT,13.134,SAT,13.452,SAT,13.848,SAT,14.210,SAT,15.221,AL,11.378,SAT,Buy (2)
45.442,Neutral,30.774,Sell,8.866,Oversold,-0.740,Sell,3.3571,Less Volatility,23.206,Sell,-89.6970,Sell,-1.4464,Sell,39.874,Sell,0.793,Buy,-68.016,Sell,-3.1540,Sell,Buy (1) ,Strong Sell,7650,+1.06,TAVHL,2023-03-22,SAT,77.41,SAT,79.42,SAT,78.02,SAT,79.94,SAT,83.17,AL,72.36,SAT,Buy (2)
41.535,Sell,34.924,Sell,0.000,Oversold,-0.052,Sell,0.3379,Less Volatility,38.889,Sell,-126.5480,Sell,-0.3114,Sell,31.289,Sell,-5.100,Sell,-97.170,Oversold,-0.6320,Sell,Buy (0) ,Strong Sell,6150,+0.16,BNTAS,2023-03-22,SAT,6.436,SAT,6.626,SAT,6.583,SAT,6.600,SAT,6.982,AL,5.647,SAT,Buy (2)
37.510,Sell,16.009,Oversold,8.796,Oversold,-0.052,Sell,0.1407,Less Volatility,37.105,Sell,-130.4129,Sell,-0.2300,Sell,29.450,Oversold,-10.030,Sell,-94.737,Oversold,-0.3340,Sell,Buy (0) ,Strong Sell,3070,+1.66,OSTIM,2023-03-22,SAT,3.114,SAT,3.266,SAT,3.343,SAT,3.285,SAT,3.294,AL,2.665,SAT,Buy (2)
48.653,Neutral,45.937,Neutral,33.636,Sell,-0.019,Sell,0.3807,Less Volatility,30.319,Sell,-34.1041,Neutral,0.0000,Neutral,36.402,Sell,7.236,Buy,-52.555,Neutral,-0.1660,Sell,Buy (1) ,Sell,5800,+3.76,MEGAP,2023-03-22,SAT,5.910,SAT,5.985,AL,5.745,SAT,5.983,SAT,6.502,AL,4.812,SAT,Buy (3)
33.540,Sell,24.155,Sell,0.000,Oversold,-0.236,Sell,0.1950,Less Volatility,28.277,Sell,-150.8889,Sell,-0.3479,Sell,26.886,Oversold,-13.713,Sell,-90.909,Oversold,-0.5880,Sell,Buy (0) ,Strong Sell,4080,-0.24,MAKTK,2023-03-22,SAT,4.210,SAT,4.440,SAT,4.524,SAT,4.972,SAT,5.511,SAT,4.524,SAT,Buy (0)
37.297,Sell,28.052,Sell,5.354,Oversold,-0.340,Sell,0.3379,Less Volatility,22.947,Sell,-204.9043,Oversold,-0.3964,Sell,33.432,Sell,-8.445,Sell,-89.437,Oversold,-0.9800,Sell,Buy (0) ,Strong Sell,953,+0.32,TRILC,2023-03-22,SAT,9.74,SAT,10.03,SAT,10.13,SAT,10.79,SAT,11.80,SAT,11.08,SAT,Buy (0)
41.903,Sell,25.728,Sell,29.801,Sell,-0.470,Sell,0.8100,Less Volatility,38.652,Sell,-107.5575,Sell,-0.7486,Sell,37.323,Sell,-10.617,Sell,-75.538,Sell,-1.5220,Sell,Buy (0) ,Strong Sell,1713,+4.71,GWIND,2023-03-22,AL,17.07,SAT,17.83,SAT,18.38,SAT,18.50,SAT,20.97,AL,16.68,SAT,Buy (3)
44.920,Sell,26.913,Sell,5.886,Oversold,-0.032,Sell,0.6293,Less Volatility,30.421,Sell,-140.4045,Sell,-0.6650,Sell,36.092,Sell,-13.328,Sell,-87.347,Oversold,-0.8580,Sell,Buy (0) ,Strong Sell,11490,-0.09,RYGYO,2023-03-22,SAT,11.764,SAT,12.103,SAT,12.454,SAT,11.723,SAT,11.710,AL,8.358,SAT,Buy (3)
43.294,Sell,23.843,Sell,0.000,Oversold,0.830,Buy,5.8143,Less Volatility,41.791,Sell,-209.4069,Oversold,-5.8000,Sell,27.233,Oversold,-8.459,Sell,-98.148,Oversold,-15.6320,Sell,Buy (1) ,Strong Sell,10300,+0.19,CIMSA,2023-03-22,SAT,107.32,SAT,110.05,SAT,114.47,SAT,104.25,AL,96.04,AL,72.13,SAT,Buy (4)
46.999,Neutral,27.732,Sell,18.854,Oversold,-0.331,Sell,2.0271,Less Volatility,26.075,Sell,-70.4592,Sell,-0.3357,Sell,38.822,Sell,-0.569,Sell,-78.635,Sell,-1.0360,Sell,Buy (0) ,Strong Sell,27980,-0.57,ULUUN,2023-03-22,SAT,28.824,SAT,29.146,SAT,28.544,SAT,29.670,SAT,32.870,SAT,28.347,SAT,Buy (1)
33.126,Sell,20.253,Sell,8.167,Oversold,-0.660,Sell,0.5321,Less Volatility,50.213,Sell,-143.5063,Sell,-1.2371,Sell,24.770,Oversold,-13.321,Sell,-94.462,Oversold,-2.0440,Sell,Buy (0) ,Strong Sell,1389,+1.17,BASGZ,2023-03-22,SAT,14.26,SAT,14.89,SAT,15.45,SAT,16.29,SAT,18.16,SAT,16.82,SAT,Buy (0)
54.813,Neutral,42.493,Sell,27.508,Sell,0.210,Buy,0.4064,High Volatility,41.866,Sell,-0.7658,Neutral,0.0000,Neutral,42.441,Sell,15.139,Buy,-44.444,Buy,0.0260,Buy,Buy (4) ,Neutral,5400,+3.05,LIDFA,2023-03-22,SAT,5.466,SAT,5.581,AL,5.146,AL,4.852,AL,5.170,AL,5.309,AL,Buy (9)
52.021,Neutral,36.788,Sell,44.307,Sell,0.490,Buy,2.5293,High Volatility,20.608,Sell,47.7455,Neutral,0.0000,Neutral,41.369,Sell,-3.324,Sell,-65.630,Sell,2.5760,Buy,Buy (2) ,Strong Sell,5080,-1.17,GENIL,2023-03-22,SAT,51.92,AL,50.03,AL,50.34,AL,49.53,AL,44.62,AL,33.58,AL,Buy (10)
64.551,Buy,63.334,Buy,40.924,Sell,1.700,Buy,2.6157,High Volatility,71.729,Overbought,111.1545,Buy,1.8814,Buy,56.443,Buy,29.851,Buy,-23.713,Buy,4.4540,Buy,Buy (9) ,Strong Buy,2946,+2.51,TERA,2023-03-22,AL,29.16,AL,27.72,AL,24.83,AL,23.83,AL,13.90,AL,6.95,AL,Buy (12)
46.516,Neutral,18.218,Oversold,18.885,Oversold,-0.206,Sell,0.7529,High Volatility,21.822,Sell,-47.9754,Neutral,-0.0414,Sell,33.793,Sell,1.730,Buy,-73.973,Sell,-0.2480,Sell,Buy (1) ,Strong Sell,9410,+1.29,MIPAZ,2023-03-22,AL,9.340,SAT,9.775,SAT,9.564,SAT,10.152,SAT,10.676,AL,8.737,SAT,Buy (3)
46.044,Neutral,12.428,Oversold,4.750,Oversold,-0.027,Sell,0.4593,Less Volatility,27.151,Neutral,-94.5806,Sell,-0.3064,Sell,31.673,Sell,-6.014,Sell,-92.486,Oversold,-0.5360,Sell,Buy (0) ,Strong Sell,6720,+0.90,FRIGO,2023-03-22,SAT,6.830,SAT,7.190,SAT,7.062,SAT,6.935,SAT,7.467,AL,6.006,SAT,Buy (2)
48.590,Neutral,15.703,Oversold,22.130,Oversold,-0.014,Sell,0.1564,Less Volatility,26.220,Buy,-71.2281,Sell,-0.0414,Sell,27.587,Oversold,-0.602,Sell,-83.673,Oversold,0.0080,Buy,Buy (2) ,Sell,3280,-1.20,AVGYO,2023-03-22,AL,3.294,SAT,3.361,SAT,3.312,SAT,3.344,SAT,3.678,AL,3.233,SAT,Buy (2)
34.588,Sell,13.021,Oversold,0.000,Oversold,-0.232,Sell,0.1807,Less Volatility,41.888,Sell,-108.4498,Sell,-0.3143,Sell,23.791,Oversold,-10.840,Sell,-98.837,Oversold,-0.3540,Sell,Buy (0) ,Strong Sell,3290,-2.08,SKTAS,2023-03-22,SAT,3.380,SAT,3.535,SAT,3.630,SAT,4.111,SAT,4.553,SAT,3.859,SAT,Buy (0)
34.971,Sell,15.907,Oversold,24.593,Oversold,-8.780,Sell,7.1500,Less Volatility,62.854,Sell,-80.2214,Sell,-7.9429,Sell,35.525,Sell,-19.732,Sell,-93.011,Oversold,-16.7240,Sell,Buy (0) ,Strong Sell,12530,-0.16,DOAS,2023-03-22,SAT,128.18,SAT,128.93,SAT,144.60,SAT,153.01,SAT,153.20,AL,121.27,SAT,Buy (2)
41.242,Sell,15.134,Oversold,0.755,Oversold,-0.800,Sell,1.7829,Less Volatility,24.758,Sell,-113.8125,Sell,-2.2857,Sell,28.151,Oversold,-20.305,Sell,-98.107,Oversold,-2.4660,Sell,Buy (0) ,Strong Sell,1626,+0.56,CEOEM,2023-03-22,SAT,16.99,SAT,18.01,SAT,19.16,SAT,18.99,SAT,17.39,AL,14.12,SAT,Buy (2)
45.896,Neutral,32.883,Sell,15.898,Oversold,-0.070,Sell,0.2429,Less Volatility,34.604,Sell,-97.2809,Sell,-0.0907,Sell,42.316,Sell,-5.512,Sell,-67.568,Sell,-0.1460,Sell,Buy (0) ,Strong Sell,600,0.00,MSGYO,2023-03-22,SAT,6.01,SAT,6.13,SAT,6.18,SAT,6.20,SAT,6.41,AL,5.44,SAT,Buy (2)
58.729,Buy,52.833,Neutral,24.214,Oversold,5.440,Buy,3.8429,Less Volatility,33.106,Buy,71.9865,Buy,0.0000,Neutral,42.249,Sell,6.714,Buy,-46.000,Neutral,2.9000,Buy,Buy (6) ,Strong Buy,6030,+0.08,MACKO,2023-03-22,AL,60.40,AL,60.00,AL,58.21,AL,42.38,AL,21.19,AL,10.60,AL,Buy (12)
48.111,Neutral,35.140,Sell,15.155,Oversold,0.000,Neutral,0.5964,Less Volatility,26.361,Sell,-59.2119,Sell,0.0000,Neutral,38.641,Sell,-2.153,Sell,-67.857,Sell,-0.0280,Sell,Buy (0) ,Strong Sell,999,-0.89,SELVA,2023-03-22,SAT,10.21,SAT,10.23,SAT,10.06,SAT,10.19,SAT,11.62,AL,9.95,SAT,Buy (1)
35.318,Sell,21.114,Sell,3.582,Oversold,-0.260,Sell,0.3014,Less Volatility,34.997,Sell,-120.1501,Sell,-0.3643,Sell,34.280,Sell,-6.220,Sell,-88.806,Oversold,-0.5960,Sell,Buy (0) ,Strong Sell,7860,+0.51,MZHLD,2023-03-22,SAT,7.940,SAT,8.219,SAT,8.307,SAT,8.793,SAT,11.068,SAT,9.767,SAT,Buy (0)
51.060,Neutral,44.825,Sell,4.674,Oversold,2.450,Buy,7.4679,High Volatility,42.910,Sell,-1.3695,Neutral,0.0000,Neutral,35.349,Sell,2.705,Buy,-72.756,Sell,1.5860,Buy,Buy (3) ,Sell,10670,-0.84,MIATK,2023-03-22,SAT,111.24,SAT,109.97,AL,104.79,AL,102.82,SAT,109.97,AL,76.29,AL,Buy (7)
42.623,Sell,26.451,Sell,12.211,Oversold,-0.120,Sell,0.3114,High Volatility,26.920,Sell,-127.7475,Sell,-0.2650,Sell,35.397,Sell,-6.218,Sell,-87.037,Oversold,-0.4840,Sell,Buy (0) ,Strong Sell,558,+2.01,ISKPL,2023-03-22,SAT,5.70,SAT,5.88,SAT,5.91,SAT,6.04,SAT,7.00,SAT,6.12,SAT,Buy (0)
41.717,Sell,24.016,Sell,16.791,Oversold,-0.183,Sell,0.2300,Less Volatility,26.383,Sell,-116.2087,Sell,-0.2014,Sell,38.574,Sell,-7.401,Sell,-82.418,Oversold,-0.3520,Sell,Buy (0) ,Strong Sell,5620,+1.26,NUGYO,2023-03-22,SAT,5.696,SAT,5.851,SAT,5.931,SAT,6.263,SAT,6.873,SAT,5.897,SAT,Buy (0)
45.356,Neutral,23.295,Sell,10.664,Oversold,-0.940,Sell,0.9507,Less Volatility,40.206,Sell,-135.0798,Sell,-0.9743,Sell,31.652,Sell,-14.080,Sell,-88.557,Oversold,-1.5360,Sell,Buy (0) ,Strong Sell,1550,+0.06,BARMA,2023-03-22,SAT,15.88,SAT,16.31,SAT,17.17,SAT,18.78,SAT,20.34,AL,13.00,SAT,Buy (1)
58.093,Buy,66.379,Buy,53.729,Neutral,0.223,Buy,0.3521,Less Volatility,36.731,Sell,41.0794,Neutral,0.0186,Buy,54.133,Buy,12.667,Buy,-25.532,Buy,0.1540,Buy,Buy (8) ,Strong Buy,6690,+2.45,GENTS,2023-03-22,SAT,6.776,SAT,6.762,AL,6.411,AL,6.079,AL,6.569,AL,5.896,AL,Buy (10)
52.920,Neutral,44.329,Sell,57.584,Buy,0.020,Buy,0.3736,Less Volatility,28.708,Buy,30.4927,Neutral,0.0000,Neutral,52.585,Buy,6.462,Buy,-41.045,Buy,0.1580,Buy,Buy (7) ,Strong Buy,692,-0.14,KIMMR,2023-03-22,SAT,6.93,SAT,6.98,AL,6.68,SAT,6.94,SAT,7.70,AL,6.90,SAT,Buy (5)
43.097,Sell,15.993,Oversold,19.422,Oversold,-0.940,Sell,1.9200,Less Volatility,33.603,Sell,-83.7427,Sell,-1.6257,Sell,39.320,Sell,-7.190,Sell,-81.573,Oversold,-2.7220,Sell,Buy (0) ,Strong Sell,2842,+4.18,BAGFS,2023-03-22,AL,28.15,SAT,30.06,SAT,30.69,SAT,31.21,SAT,36.58,SAT,28.79,SAT,Buy (1)
34.865,Sell,19.273,Oversold,11.407,Oversold,-0.159,Sell,0.1307,Less Volatility,50.294,Sell,-132.9321,Sell,-0.2943,Sell,23.336,Oversold,-9.534,Sell,-91.026,Oversold,-0.5400,Sell,Buy (0) ,Strong Sell,4270,+0.95,TSGYO,2023-03-22,SAT,4.326,SAT,4.498,SAT,4.697,SAT,4.846,SAT,5.057,SAT,4.977,SAT,Buy (0)
