RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
53.338,Neutral,46.350,Neutral,8.782,Oversold,1.656,Buy,3.4357,Less Volatility,30.737,Neutral,-93.9979,Sell,0.0000,Neutral,48.359,Sell,-1.890,Sell,-70.051,Sell,-0.7660,Sell,Buy (1) ,Sell,56950,+0.71,VAKKO,2023-03-22,SAT,58.470,SAT,58.055,SAT,57.355,AL,52.276,AL,52.466,AL,36.291,AL,Buy (7)
42.415,Sell,25.874,Sell,5.592,Oversold,-0.229,Sell,0.5864,Less Volatility,31.340,Sell,-121.9585,Sell,-0.2714,Sell,38.236,Sell,-10.325,Sell,-79.679,Sell,-0.7200,Sell,Buy (0) ,Strong Sell,12680,+0.24,ETILR,2023-03-22,SAT,12.730,SAT,12.994,SAT,13.287,SAT,13.422,SAT,12.682,AL,9.984,SAT,Buy (3)
41.143,Sell,14.492,Oversold,4.189,Oversold,-1.370,Sell,2.6743,Less Volatility,29.795,Sell,-108.9309,Sell,-2.8157,Sell,31.890,Sell,-18.346,Sell,-93.643,Oversold,-3.4100,Sell,Buy (0)  ,Strong Sell,2526,+0.64,PCILT,2023-03-22,SAT,25.77,SAT,27.45,SAT,29.17,SAT,29.59,SAT,31.02,AL,23.03,SAT,Buy (2)
57.580,Buy,59.520,Buy,18.949,Oversold,1.140,Buy,1.3429,Less Volatility,28.610,Buy,59.8218,Buy,0.0000,Neutral,48.571,Sell,7.789,Buy,-35.354,Buy,1.3760,Buy,Buy (8) ,Strong Buy,2960,+1.37,HTTBT,2023-03-22,SAT,29.24,SAT,29.19,AL,28.37,AL,25.60,AL,26.05,AL,20.62,AL,Buy (9)
47.656,Neutral,12.575,Oversold,8.573,Oversold,0.013,Buy,0.7907,High Volatility,21.149,Sell,-68.8216,Sell,-0.1371,Sell,32.093,Sell,0.708,Buy,-88.119,Oversold,-0.3880,Sell,Buy (2) ,Sell,12810,+0.55,BOSSA,2023-03-22,SAT,12.842,SAT,13.281,SAT,13.006,SAT,12.922,SAT,13.689,AL,12.419,SAT,Buy (2)
44.383,Sell,17.575,Oversold,3.227,Oversold,-0.230,Sell,1.2671,Less Volatility,37.007,Sell,-118.1886,Sell,-1.8729,Sell,27.816,Oversold,-10.227,Sell,-93.443,Oversold,-1.7860,Sell,Buy (0) ,Strong Sell,3252,+0.49,VERTU,2023-03-22,SAT,32.92,SAT,33.89,SAT,34.05,SAT,33.31,SAT,35.77,AL,30.39,SAT,Buy (2)
52.308,Neutral,56.554,Buy,26.480,Sell,1.468,Buy,4.2414,High Volatility,47.649,Buy,19.9100,Neutral,0.0000,Neutral,48.860,Sell,11.975,Buy,-60.628,Sell,0.8500,Buy,Buy (5) ,Buy,40360,-2.98,VKING,2023-03-22,SAT,42.356,SAT,41.462,AL,37.795,AL,37.803,AL,27.861,AL,17.076,AL,Buy (8)
37.429,Sell,29.153,Sell,0.000,Oversold,-1.250,Sell,1.1029,Less Volatility,44.359,Sell,-152.7303,Sell,-0.9871,Sell,33.232,Sell,-6.643,Sell,-87.565,Oversold,-2.1360,Sell,Buy (0) ,Strong Sell,2634,-0.38,AGESA,2023-03-22,SAT,26.84,SAT,27.58,SAT,27.62,SAT,30.89,SAT,34.70,SAT,29.25,SAT,Buy (0)
40.110,Sell,22.259,Sell,10.044,Oversold,-1.710,Sell,3.0643,Less Volatility,27.473,Sell,-151.6155,Sell,-3.9429,Sell,25.925,Oversold,-12.072,Sell,-94.400,Oversold,-5.8880,Sell,Buy (0) ,Strong Sell,5895,+1.11,ESEN,2023-03-22,SAT,60.84,SAT,62.59,SAT,64.07,SAT,65.56,SAT,70.30,AL,54.74,SAT,Buy (2)
47.044,Neutral,35.489,Sell,27.376,Sell,-0.340,Sell,1.4300,Less Volatility,29.317,Sell,-37.7744,Neutral,0.0000,Neutral,43.276,Sell,0.812,Buy,-74.832,Sell,-0.9400,Sell,Buy (1) ,Strong Sell,3226,+0.88,MEDTR,2023-03-22,SAT,33.11,SAT,33.00,SAT,32.43,SAT,34.34,SAT,36.82,AL,29.89,SAT,Buy (2)
48.224,Neutral,31.482,Sell,42.876,Sell,-0.700,Sell,2.9750,Less Volatility,23.943,Sell,-23.5731,Neutral,0.0000,Neutral,42.836,Sell,2.672,Buy,-66.351,Sell,-0.3980,Sell,Buy (1) ,Strong Sell,5365,+0.19,CRFSA,2023-03-22,SAT,54.47,SAT,54.15,AL,53.51,SAT,56.62,SAT,62.06,AL,50.05,SAT,Buy (3)
47.337,Neutral,21.218,Sell,5.998,Oversold,2.410,Buy,8.4214,Less Volatility,15.142,Neutral,-119.1217,Sell,-2.2786,Sell,28.146,Oversold,-1.398,Sell,-89.157,Oversold,-11.2120,Sell,Buy (1) ,Sell,13430,+0.75,GOLTS,2023-03-22,SAT,137.30,SAT,139.13,SAT,141.03,AL,128.90,AL,127.59,AL,98.08,neutral,Buy (6)
57.603,Buy,45.023,Neutral,29.676,Sell,0.520,Buy,1.1743,High Volatility,29.885,Buy,45.5718,Neutral,0.0000,Neutral,51.014,Buy,22.451,Buy,-29.691,Buy,1.3060,Buy,Buy (7) ,Strong Buy,1548,+4.03,GRSEL,2023-03-22,AL,15.24,AL,15.38,AL,14.24,AL,13.60,SAT,15.58,AL,12.12,AL,Buy (11)
51.282,Neutral,48.922,Neutral,2.504,Oversold,2.820,Buy,7.8643,High Volatility,33.945,Sell,-69.7084,Sell,0.0000,Neutral,42.647,Sell,-0.252,Sell,-64.159,Sell,-3.5500,Sell,Buy (1) ,Strong Sell,19770,0.00,CCOLA,2023-03-22,SAT,201.68,SAT,203.07,AL,197.92,AL,191.86,AL,190.28,AL,168.96,AL,Buy (7)
40.986,Sell,17.714,Oversold,8.024,Oversold,-2.269,Sell,4.0964,Less Volatility,33.508,Sell,-115.6028,Sell,-5.0714,Sell,29.661,Oversold,-11.316,Sell,-88.442,Oversold,-8.1880,Sell,Buy (0) ,Strong Sell,67150,+0.67,ALCTL,2023-03-22,SAT,67.930,SAT,73.075,SAT,74.213,SAT,75.903,SAT,83.274,AL,58.314,SAT,Buy (2)
41.638,Sell,28.689,Sell,0.953,Oversold,-1.311,Sell,2.5471,Less Volatility,27.549,Sell,-124.9635,Sell,-1.2943,Sell,36.698,Sell,-7.191,Sell,-85.480,Oversold,-3.2520,Sell,Buy (0) ,Strong Sell,41500,-0.48,DOKTA,2023-03-22,SAT,42.720,SAT,44.146,SAT,43.855,SAT,47.083,SAT,53.116,SAT,42.921,SAT,Buy (0)
49.962,Neutral,34.510,Sell,39.695,Sell,-0.090,Sell,1.8357,Less Volatility,16.405,Neutral,-68.4719,Sell,0.0000,Neutral,49.015,Neutral,-9.158,Sell,-61.597,Sell,-0.1400,Sell,Buy (0) ,Strong Sell,3204,+3.35,ESCOM,2023-03-22,AL,31.57,AL,32.08,SAT,32.76,AL,31.69,SAT,32.52,AL,27.05,AL,Buy (9)
81.387,Overbought,91.709,Overbought,100.000,Overbought,1.004,Buy,0.5064,Less Volatility,81.225,Overbought,86.2115,Buy,1.2714,Buy,83.865,Overbought,40.405,Buy,-1.272,Overbought,1.8540,Buy,Buy (5) ,Buy,13200,+0.69,PRZMA,2023-03-22,AL,12.966,AL,12.582,AL,11.056,AL,9.975,AL,8.234,AL,6.091,AL,Buy (12)
46.844,Neutral,29.716,Sell,42.340,Sell,-0.650,Sell,1.5657,Less Volatility,33.667,Sell,-57.3444,Sell,0.0000,Neutral,34.596,Sell,-0.903,Sell,-70.588,Sell,-1.5180,Sell,Buy (0) ,Strong Sell,3718,+2.14,BMSTL,2023-03-22,SAT,37.60,SAT,37.75,SAT,37.64,SAT,39.56,AL,35.99,AL,28.22,SAT,Buy (4)
56.838,Buy,53.999,Neutral,4.777,Oversold,0.470,Buy,0.8029,Less Volatility,41.817,Neutral,6.4829,Neutral,0.0000,Neutral,46.940,Sell,9.073,Buy,-51.502,Neutral,0.3780,Buy,Buy (4) ,Buy,11250,0.00,DAGHL,2023-03-22,SAT,11.610,SAT,11.465,AL,10.813,AL,10.008,AL,10.761,AL,9.924,AL,Buy (8)
51.266,Neutral,26.600,Sell,14.371,Oversold,0.800,Buy,5.7929,Less Volatility,29.559,Sell,-66.2219,Sell,-0.5357,Sell,45.748,Sell,2.397,Buy,-62.791,Sell,-1.1640,Sell,Buy (2) ,Strong Sell,14110,+1.88,ECZYT,2023-03-22,SAT,141.78,SAT,144.42,AL,140.43,AL,138.70,AL,135.91,AL,103.95,AL,Buy (8)
46.264,Neutral,20.204,Sell,13.657,Oversold,0.184,Buy,7.6179,Less Volatility,27.272,Sell,-110.2404,Sell,-4.5750,Sell,42.882,Sell,-25.744,Sell,-85.131,Oversold,-9.6020,Sell,Buy (1) ,Strong Sell,64500,+4.03,RODRG,2023-03-22,AL,64.560,SAT,68.185,SAT,72.240,AL,62.846,AL,46.204,AL,36.350,AL,Buy (7)
48.471,Neutral,33.319,Sell,0.000,Oversold,1.849,Buy,3.5736,Less Volatility,45.236,Sell,-89.9699,Sell,-2.2707,Sell,34.768,Sell,-0.041,Sell,-84.754,Oversold,-3.4280,Sell,Buy (1) ,Strong Sell,48480,-2.06,DURDO,2023-03-22,SAT,51.364,SAT,52.967,SAT,50.675,AL,45.399,AL,42.347,AL,35.594,neutral,Buy (6)
79.983,Overbought,79.377,Buy,100.000,Overbought,4.250,Buy,3.5343,High Volatility,46.320,Buy,114.9728,Buy,8.4971,Buy,58.392,Buy,52.687,Buy,-9.563,Overbought,14.8100,Buy,Buy (8) ,Strong Buy,51900,+4.76,KGYO,2023-03-22,AL,49.354,AL,45.083,AL,39.373,AL,36.312,AL,31.878,AL,23.377,AL,Buy (12)
51.552,Neutral,39.499,Sell,13.201,Oversold,1.330,Buy,4.3250,Less Volatility,49.184,Sell,-94.6019,Sell,-1.2286,Sell,33.169,Sell,1.230,Buy,-64.120,Sell,-1.3740,Sell,Buy (2) ,Strong Sell,9460,+1.07,AGHOL,2023-03-22,SAT,96.22,SAT,97.84,AL,94.20,AL,91.67,SAT,95.84,AL,82.78,AL,Buy (7)
49.337,Neutral,32.857,Sell,0.000,Oversold,0.242,Buy,1.5214,Less Volatility,19.354,Neutral,-122.9070,Sell,-0.1371,Sell,41.586,Sell,-5.560,Sell,-82.857,Oversold,-0.5000,Sell,Buy (1) ,Strong Sell,25800,-0.15,SANKO,2023-03-22,SAT,26.264,SAT,26.580,SAT,26.443,AL,25.411,AL,23.715,AL,17.762,neutral,Buy (6)
48.456,Neutral,20.304,Sell,41.388,Sell,-6.020,Sell,28.0286,High Volatility,13.394,Neutral,-19.2739,Neutral,0.0000,Neutral,36.416,Sell,0.561,Buy,-75.096,Sell,11.8940,Buy,Buy (2) ,Sell,51940,-0.86,CLEBI,2023-03-22,AL,517.74,AL,518.50,SAT,521.94,SAT,535.29,SAT,598.18,AL,488.41,SAT,Buy (4)
50.393,Neutral,45.287,Neutral,49.200,Neutral,0.768,Buy,3.1536,Less Volatility,37.484,Sell,-77.3389,Sell,0.0000,Neutral,37.202,Sell,-2.698,Sell,-53.793,Neutral,-0.8960,Sell,Buy (1) ,Sell,59650,+1.45,EGPRO,2023-03-22,SAT,59.500,SAT,59.990,SAT,61.233,AL,56.849,AL,58.391,AL,47.293,AL,Buy (8)
50.167,Neutral,64.045,Buy,21.974,Oversold,1.180,Buy,2.4779,Less Volatility,29.427,Sell,4.1572,Neutral,0.0000,Neutral,47.376,Sell,5.094,Buy,-53.403,Neutral,-1.6920,Sell,Buy (3) ,Neutral,5040,+0.80,AKSUE,2023-03-22,SAT,52.28,SAT,51.78,SAT,50.57,AL,48.36,AL,46.23,AL,40.11,neutral,Buy (6)
46.511,Neutral,27.455,Sell,37.707,Sell,-0.440,Sell,1.3529,High Volatility,31.651,Sell,-108.2980,Sell,-0.1371,Sell,41.069,Sell,-3.585,Sell,-69.295,Sell,-1.2460,Sell,Buy (0) ,Strong Sell,2462,+4.77,KFEIN,2023-03-22,AL,24.60,SAT,25.32,SAT,25.29,SAT,26.03,SAT,28.09,SAT,25.34,SAT,Buy (2)
55.649,Buy,61.462,Buy,42.840,Sell,0.207,Buy,0.7036,Less Volatility,27.686,Neutral,36.5757,Neutral,0.0000,Neutral,56.243,Buy,4.723,Buy,-42.152,Buy,0.3060,Buy,Buy (7) ,Strong Buy,17960,-0.88,ANSGR,2023-03-22,SAT,18.086,SAT,18.123,AL,17.674,AL,17.547,AL,16.125,AL,11.785,AL,Buy (8)
54.832,Neutral,57.996,Buy,8.274,Oversold,4.430,Buy,2.1643,High Volatility,83.117,Overbought,-129.0693,Sell,-2.5643,Sell,52.212,Buy,-0.392,Sell,-67.568,Sell,-6.7140,Sell,Buy (3) ,Sell,12680,+1.12,INVES,2023-03-22,SAT,130.20,SAT,131.22,SAT,129.00,AL,114.99,AL,95.25,AL,68.28,neutral,Buy (6)
42.276,Sell,36.324,Sell,14.271,Oversold,-0.231,Sell,0.6436,Less Volatility,20.263,Sell,-108.0606,Sell,-0.5407,Sell,39.894,Sell,-11.912,Sell,-75.309,Sell,-0.7040,Sell,Buy (0) ,Strong Sell,11540,-0.17,OZRDN,2023-03-22,SAT,11.944,SAT,12.141,SAT,12.421,SAT,12.499,SAT,14.370,SAT,15.614,SAT,Buy (0)
43.716,Sell,22.008,Sell,0.000,Oversold,-0.660,Sell,4.5929,Less Volatility,30.931,Sell,-133.1377,Sell,-2.4464,Sell,32.644,Sell,-10.612,Sell,-90.476,Oversold,-2.6440,Sell,Buy (0) ,Strong Sell,5775,-0.77,PETUN,2023-03-22,SAT,59.00,SAT,61.13,SAT,60.76,SAT,60.98,AL,57.70,AL,43.97,SAT,Buy (4)
40.404,Sell,23.884,Sell,28.600,Sell,-4.460,Sell,5.7500,Less Volatility,49.216,Sell,-95.2953,Sell,-4.4500,Sell,36.800,Sell,-6.173,Sell,-78.125,Sell,-8.8880,Sell,Buy (0) ,Strong Sell,15170,+1.61,ASUZU,2023-03-22,SAT,152.40,SAT,156.25,SAT,160.90,SAT,166.80,SAT,196.21,SAT,204.85,SAT,Buy (0)
44.573,Sell,34.934,Sell,28.722,Sell,-0.420,Sell,0.9207,Less Volatility,35.578,Sell,-43.1424,Neutral,-0.1079,Sell,39.364,Sell,-2.331,Sell,-65.468,Sell,0.2960,Buy,Buy (1) ,Strong Sell,1716,+2.45,OBASE,2023-03-22,AL,17.18,SAT,17.69,SAT,17.59,SAT,18.66,SAT,22.10,AL,16.15,SAT,Buy (2)
50.145,Neutral,27.012,Sell,13.000,Oversold,0.116,Buy,2.0557,High Volatility,22.560,Buy,-65.2143,Sell,-0.7800,Sell,50.062,Neutral,-1.020,Sell,-78.077,Sell,-0.0420,Sell,Buy (2) ,Strong Sell,19200,-3.03,RAYSG,2023-03-22,AL,19.232,SAT,19.903,SAT,19.770,AL,18.728,AL,19.286,AL,16.046,AL,Buy (7)
42.029,Sell,16.991,Oversold,0.000,Oversold,-1.130,Sell,2.3350,Less Volatility,23.298,Sell,-148.0477,Sell,-1.2293,Sell,21.621,Oversold,-7.310,Sell,-98.703,Oversold,-1.8620,Sell,Buy (0) ,Strong Sell,4800,-1.96,DAPGM,2023-03-22,SAT,49.03,SAT,49.80,SAT,50.52,SAT,53.00,SAT,60.37,SAT,49.04,SAT,Buy (0)
46.168,Neutral,29.030,Sell,27.991,Sell,0.180,Buy,2.2750,Less Volatility,26.080,Sell,-145.2082,Sell,-1.7107,Sell,39.841,Sell,-6.195,Sell,-78.916,Sell,-4.3140,Sell,Buy (1) ,Strong Sell,5315,+3.61,BRISA,2023-03-22,SAT,53.25,SAT,55.08,SAT,55.97,AL,52.65,AL,52.77,AL,45.61,SAT,Buy (5)
40.455,Sell,19.387,Oversold,3.759,Oversold,-0.380,Sell,0.6407,Less Volatility,27.627,Sell,-121.2562,Sell,-0.5471,Sell,29.922,Oversold,-2.019,Sell,-94.286,Oversold,-0.7980,Sell,Buy (0) ,Strong Sell,1020,+0.59,TDGYO,2023-03-22,SAT,10.50,SAT,10.78,SAT,10.71,SAT,11.67,SAT,12.00,AL,10.10,SAT,Buy (1)
42.759,Sell,45.347,Neutral,16.339,Oversold,-0.820,Sell,2.0429,Less Volatility,31.391,Sell,-49.6517,Neutral,0.0000,Neutral,48.554,Sell,0.134,Buy,-68.439,Sell,-0.2360,Sell,Buy (1) ,Strong Sell,4462,-1.50,SUWEN,2023-03-22,SAT,46.02,SAT,46.00,SAT,44.85,SAT,48.57,SAT,56.82,AL,42.19,SAT,Buy (2)
56.660,Buy,68.052,Buy,82.707,Overbought,1.170,Buy,5.5071,Less Volatility,30.872,Neutral,96.2696,Buy,3.9071,Buy,54.282,Buy,-0.917,Sell,-20.260,Buy,7.6700,Buy,Buy (8) ,Strong Buy,10790,+0.84,LIDER,2023-03-22,AL,107.00,AL,101.73,AL,102.77,AL,102.41,AL,84.26,AL,55.72,AL,Buy (12)
48.586,Neutral,25.267,Sell,12.774,Oversold,4.960,Buy,10.7571,Less Volatility,27.528,Sell,-181.6943,Sell,-4.0857,Sell,25.786,Oversold,-5.197,Sell,-87.179,Oversold,-15.4480,Sell,Buy (1) ,Strong Sell,14180,+1.29,NUHCM,2023-03-22,SAT,145.72,SAT,149.94,SAT,152.86,AL,128.85,AL,115.49,AL,92.16,neutral,Buy (6)
56.165,Buy,74.576,Buy,64.195,Buy,0.540,Buy,1.7229,High Volatility,29.957,Sell,93.6984,Buy,0.5629,Buy,62.762,Buy,12.811,Buy,-22.712,Buy,1.2140,Buy,Buy (10) ,Strong Buy,2922,+3.69,TMPOL,2023-03-22,SAT,29.13,AL,28.32,AL,27.32,AL,27.18,AL,28.62,AL,23.83,AL,Buy (11)
47.444,Neutral,18.651,Oversold,64.974,Buy,-1.420,Sell,1.6843,Less Volatility,16.778,Neutral,-17.4667,Neutral,0.0000,Neutral,46.063,Sell,-7.405,Sell,-59.392,Sell,-0.0060,Sell,Buy (1) ,Sell,3282,+7.61,MERCN,2023-03-22,AL,30.62,AL,31.31,SAT,32.76,SAT,35.29,SAT,35.24,AL,27.26,neutral,Buy (6)
100,Overbought,0.000,Oversold,0.000,Oversold,3.420,Buy,1.1257,High Volatility,43.583,Buy,142.1500,Buy,11.0636,Buy,100.000,Overbought,0.000,Neutral,0.000,Overbought,16.9780,Buy,Buy (5) ,Buy,1576,+9.98,AKFYE,2023-03-22,AL,13.15,AL,6.58,AL,3.29,AL,1.31,AL,0.66,AL,0.33,AL,Buy (12)
39.646,Sell,19.015,Oversold,7.445,Oversold,-0.648,Sell,0.9857,Less Volatility,36.606,Sell,-104.8397,Sell,-1.0771,Sell,39.451,Sell,-5.755,Sell,-88.889,Oversold,-1.8440,Sell,Buy (0) ,Strong Sell,20020,+1.21,KRTEK,2023-03-22,SAT,20.274,SAT,21.203,SAT,21.427,SAT,22.343,SAT,25.470,SAT,23.636,SAT,Buy (0)
40.946,Sell,27.982,Sell,0.000,Oversold,-0.011,Sell,0.2579,Less Volatility,38.545,Sell,-131.4226,Sell,-0.3029,Sell,53.206,Buy,-7.813,Sell,-85.321,Oversold,-0.5400,Sell,Buy (1) ,Strong Sell,4720,-0.42,ATAGY,2023-03-22,SAT,4.828,SAT,5.080,SAT,5.110,SAT,4.845,AL,4.638,AL,3.596,SAT,Buy (4)
53.134,Neutral,27.311,Sell,37.989,Sell,0.116,Buy,2.2600,High Volatility,35.816,Buy,11.4711,Neutral,0.0000,Neutral,40.263,Sell,5.936,Buy,-64.595,Sell,0.7460,Buy,Buy (4) ,Neutral,34660,+2.79,MERIT,2023-03-22,AL,33.996,AL,34.494,AL,33.911,AL,33.735,SAT,35.898,AL,33.481,AL,Buy (11)
43.978,Sell,23.868,Sell,0.000,Oversold,-0.240,Sell,1.0250,High Volatility,30.555,Sell,-80.0731,Sell,-0.2657,Sell,42.406,Sell,-2.067,Sell,-82.609,Oversold,-0.6500,Sell,Buy (0) ,Strong Sell,1990,-0.30,ARZUM,2023-03-22,SAT,20.17,SAT,20.64,SAT,20.50,SAT,21.03,SAT,23.17,SAT,20.30,SAT,Buy (0)
43.138,Sell,20.135,Sell,0.000,Oversold,-0.019,Sell,0.1764,Less Volatility,25.401,Sell,-129.3056,Sell,-0.1464,Sell,43.054,Sell,-4.585,Sell,-96.552,Oversold,-0.2300,Sell,Buy (0) ,Strong Sell,3340,-1.18,IDGYO,2023-03-22,SAT,3.416,SAT,3.537,SAT,3.522,SAT,3.482,SAT,3.682,AL,2.909,SAT,Buy (2)
38.145,Sell,25.739,Sell,41.176,Sell,-1.851,Sell,2.0429,Less Volatility,42.903,Sell,-110.5868,Sell,-2.7857,Sell,38.175,Sell,-17.018,Sell,-74.783,Sell,-6.2740,Sell,Buy (0) ,Strong Sell,28380,+10.00,IDEAS,2023-03-22,AL,27.808,SAT,30.802,SAT,33.028,SAT,33.923,SAT,37.682,SAT,30.326,SAT,Buy (1)
43.619,Sell,23.842,Sell,40.941,Sell,-0.380,Sell,0.7021,Less Volatility,29.887,Sell,-97.6281,Sell,-0.1957,Sell,38.586,Sell,-6.750,Sell,-78.755,Sell,-0.8020,Sell,Buy (0) ,Strong Sell,1560,+0.84,RNPOL,2023-03-22,SAT,15.65,SAT,15.80,SAT,16.20,SAT,16.82,SAT,19.15,SAT,16.53,SAT,Buy (0)
47.852,Neutral,27.986,Sell,73.999,Buy,-0.870,Sell,1.2771,Less Volatility,27.217,Sell,-64.2446,Sell,0.0000,Neutral,41.238,Sell,-6.180,Sell,-49.756,Neutral,-1.2820,Sell,Buy (1) ,Strong Sell,2188,+9.95,ENSRI,2023-03-22,AL,21.10,AL,21.62,SAT,22.12,SAT,23.82,SAT,26.54,AL,21.81,SAT,Buy (5)
42.527,Sell,22.026,Sell,27.408,Sell,-0.367,Sell,0.8207,Less Volatility,26.397,Sell,-107.8065,Sell,-0.4007,Sell,38.242,Sell,-3.551,Sell,-77.876,Sell,-1.3140,Sell,Buy (0) ,Strong Sell,16430,+2.18,SANFM,2023-03-22,AL,16.482,SAT,17.125,SAT,17.257,SAT,17.729,SAT,17.762,AL,16.254,SAT,Buy (3)
55.813,Buy,43.312,Sell,34.131,Sell,0.243,Buy,0.5657,Less Volatility,59.619,Buy,16.9549,Neutral,0.0000,Neutral,48.239,Sell,11.566,Buy,-47.292,Neutral,0.2340,Buy,Buy (5) ,Buy,10850,-0.46,GLBMD,2023-03-22,SAT,11.096,SAT,11.125,AL,10.436,AL,10.375,SAT,11.308,AL,10.173,AL,Buy (7)
38.367,Sell,25.637,Sell,9.128,Oversold,-1.222,Sell,1.7686,Less Volatility,45.998,Sell,-141.0361,Sell,-2.3336,Sell,34.123,Sell,-7.610,Sell,-86.395,Oversold,-4.4900,Sell,Buy (0) ,Strong Sell,46440,+0.87,KUTPO,2023-03-22,SAT,47.136,SAT,48.591,SAT,50.095,SAT,51.137,SAT,56.335,SAT,50.234,SAT,Buy (0)
50.766,Neutral,48.222,Neutral,3.283,Oversold,0.090,Buy,0.4393,Less Volatility,27.951,Sell,-106.8572,Sell,-0.0129,Sell,56.949,Buy,-14.067,Sell,-77.326,Sell,-0.2100,Sell,Buy (2) ,Strong Sell,6170,-1.44,SELGD,2023-03-22,SAT,6.306,SAT,6.278,SAT,6.253,AL,5.887,SAT,6.358,AL,5.895,neutral,Buy (6)
45.621,Neutral,24.608,Sell,8.235,Oversold,-1.690,Sell,9.6286,Less Volatility,22.603,Sell,-137.8775,Sell,-5.8143,Sell,34.475,Sell,-8.762,Sell,-87.465,Oversold,-8.8220,Sell,Buy (0) ,Strong Sell,13820,+1.54,NATEN,2023-03-22,SAT,142.00,SAT,144.79,SAT,146.18,SAT,144.74,SAT,160.24,AL,118.01,SAT,Buy (2)
46.688,Neutral,30.941,Sell,39.792,Sell,-1.460,Sell,3.4357,Less Volatility,22.679,Sell,-106.4245,Sell,-0.9286,Sell,35.557,Sell,-6.627,Sell,-66.400,Sell,-3.4120,Sell,Buy (0) ,Strong Sell,10910,+2.83,VERUS,2023-03-22,AL,107.84,SAT,109.30,SAT,110.76,SAT,112.19,SAT,110.69,AL,88.37,SAT,Buy (5)
36.937,Sell,18.322,Oversold,2.826,Oversold,-12.850,Sell,24.0857,Less Volatility,37.838,Sell,-98.4865,Sell,-37.9286,Sell,48.486,Sell,-13.481,Sell,-92.955,Oversold,-62.1880,Sell,Buy (0) ,Strong Sell,50920,+0.22,TTRAK,2023-03-22,SAT,521.38,SAT,538.82,SAT,561.74,SAT,553.87,SAT,527.89,AL,391.35,SAT,Buy (3)
43.385,Sell,29.721,Sell,11.242,Oversold,-0.420,Sell,0.9700,High Volatility,22.314,Sell,-113.2309,Sell,-0.3164,Sell,42.860,Sell,-3.439,Sell,-80.186,Oversold,-0.9300,Sell,Buy (0) ,Strong Sell,15180,+0.53,DESPC,2023-03-22,SAT,15.444,SAT,15.913,SAT,15.859,SAT,16.897,SAT,18.087,AL,15.070,SAT,Buy (1)
43.658,Sell,26.804,Sell,27.076,Sell,-0.340,Sell,1.5214,Less Volatility,38.360,Sell,-127.3981,Sell,-1.2286,Sell,28.418,Oversold,-5.531,Sell,-76.986,Sell,-3.5640,Sell,Buy (0) ,Strong Sell,2516,+4.83,TUREX,2023-03-22,SAT,25.30,SAT,26.89,SAT,27.29,SAT,26.54,AL,24.00,AL,18.08,SAT,Buy (4)
37.604,Sell,28.590,Sell,24.907,Oversold,-0.522,Sell,0.7079,Less Volatility,37.222,Sell,-142.2832,Sell,-0.4786,Sell,35.073,Sell,-7.776,Sell,-76.471,Sell,-1.3520,Sell,Buy (0) ,Strong Sell,14400,+2.27,DGATE,2023-03-22,SAT,14.388,SAT,14.830,SAT,15.282,SAT,16.081,SAT,17.627,SAT,14.783,SAT,Buy (0)
39.620,Sell,28.704,Sell,0.000,Oversold,-3.940,Sell,5.3714,Less Volatility,41.181,Sell,-160.0000,Sell,-4.2714,Sell,37.183,Sell,-8.209,Sell,-88.272,Oversold,-10.2180,Sell,Buy (0) ,Strong Sell,12960,-0.31,ERBOS,2023-03-22,SAT,132.36,SAT,134.99,SAT,139.17,SAT,145.24,SAT,158.18,SAT,140.38,SAT,Buy (0)
35.019,Sell,39.502,Sell,0.000,Oversold,-0.681,Sell,1.1250,Less Volatility,37.837,Sell,-193.5564,Sell,-2.0829,Sell,38.117,Sell,-14.695,Sell,-90.593,Oversold,-3.7700,Sell,Buy (0) ,Strong Sell,18110,-7.37,SEKUR,2023-03-22,SAT,19.674,SAT,20.347,SAT,20.700,SAT,21.603,SAT,24.727,SAT,20.972,SAT,Buy (0)
33.569,Sell,20.797,Sell,1.427,Oversold,-1.069,Sell,1.0157,Less Volatility,35.121,Sell,-137.0761,Sell,-1.4543,Sell,23.623,Oversold,-13.281,Sell,-97.674,Oversold,-1.7080,Sell,Buy (0) ,Strong Sell,21980,+0.27,LKMNH,2023-03-22,SAT,22.516,SAT,23.288,SAT,24.010,SAT,25.889,SAT,26.886,SAT,22.525,SAT,Buy (0)
